InternalId,Title,Location
Doc3715406982,Action Required Purchase Requisition 907839 (Cost Center 2016) for OMRON Lauren (15000.00 USD) requires approval.msg,CW2347576/WS3712424850/Doc3715406982.msg
Doc3712424851,Savings Final Sign-off Template.xlsx,CW2347576/Doc3712424851.xlsx
Doc3683208283,NetApp_Marketing quote_Q2_Q3 Partner activity_091922.docx,CW2346668/WS3683139158/Doc3683208283.docx
Doc3683208284,Procurement summary_MarketReach Inc.pdf,CW2346668/WS3683139158/Doc3683208284.pdf
Doc3705809567,Signed_Contract Documents.docx,CW2346668/WS3683139160/WS3683139161/Doc3705809567.docx
Doc3705480912,Action Required Purchase Requisition 906246 (Cost Center 4520) for JACOBI Shannon (50000.00 USD) requires approval.msg,CW2346668/WS3683139165/Doc3705480912.msg
Doc3705480920,Action Required Purchase Requisition 906247 (Cost Center 4520) for FRIEDMAN Peter (50274.00 USD) requires approval.msg,CW2346668/WS3683139165/Doc3705480920.msg
Doc3683139166,Savings Final Sign-off Template.xlsx,CW2346668/Doc3683139166.xlsx
Doc3705753329,SOW 706 - Partial Shipment  SOA Extension.docx,CW2347416/WS3705753304/Doc3705753329.docx
Doc3705753330,CW2347416_Contract Summary Form.pdf,CW2347416/WS3705753304/Doc3705753330.pdf
Doc3712424872,Action Required Purchase Requisition 907541 (Cost Center 1035) for NARAYANASWAMY Anil (6737.00 USD) requires approval.msg,CW2347416/WS3705753311/Doc3712424872.msg
Doc3705753312,Savings Final Sign-off Template.xlsx,CW2347416/Doc3705753312.xlsx
Doc3717939645,Signed_Contract Documents.pdf,CW2347416/Doc3717939645.pdf
Doc3704075169,DZone_Instaclustr_IO_09162022.pdf,CW2347364/WS3704075144/Doc3704075169.pdf
Doc3704075170,Procurement Summary- Dzone Inc..pdf,CW2347364/WS3704075144/Doc3704075170.pdf
Doc3741839207,Signed_Contract Documents.pdf,CW2347364/WS3704075146/WS3704075147/Doc3741839207.pdf
Doc3741562172,Team Lead Approval for Approved Contract PRIOR TO  Contract Signature.docx,CW2347364/WS3704075151/Doc3741562172.docx
Doc3704075152,Savings Final Sign-off Template.xlsx,CW2347364/Doc3704075152.xlsx
Doc3664039025,CO 0120 NETP-0125-02-17.pdf,CW2346052/WS3664038998/Doc3664039025.pdf
Doc3664039028,Procurement Summary-CW2346052.pdf,CW2346052/WS3664038998/Doc3664039028.pdf
Doc3686864638,Signed_Contract Documents.pdf,CW2346052/WS3664039000/WS3664039001/Doc3686864638.pdf
Doc3676661240,PR-903872.pdf,CW2346052/WS3664039005/Doc3676661240.pdf
Doc3664039006,Savings Final Sign-off Template.xlsx,CW2346052/Doc3664039006.xlsx
Doc3482605540,Project Summary_IS0141771.pdf,CW2339679/WS3451842759/Doc3482605540.pdf
Doc3482605541,PeopleBank_Amendment 05 to SOW 03_IT onsite support service in Australia - signed.pdf,CW2339679/WS3451842759/Doc3482605541.pdf
Doc3505621163,Action Required_ Purchase Requisition 890995 (Cost Center 9370) for MACDONALD_ Aidan (63_360_00 AUD) requires approval.msg,CW2339679/WS3451842760/Doc3505621163.msg
Doc3674748444,Signed_Amendment 1.pdf,CW2339679/WS3451842761/WS3451842763/Doc3674748444.pdf
Doc3664039038,Procurement Summary-CW2339679.pdf,CW2339679/WS3451842764/WS3662406125/Doc3664039038.pdf
Doc3664039069,Amendment -6.docx,CW2339679/WS3451842764/WS3662406125/Doc3664039069.docx
Doc3670437986,PR-903611.pdf,CW2339679/WS3451842766/Doc3670437986.pdf
Doc3451842767,Savings Final Sign-off Template.xlsx,CW2339679/Doc3451842767.xlsx
Doc3688561806,CW2346913_Ariba Spend Management.pdf,CW2346913/WS3688561781/Doc3688561806.pdf
Doc3688561807,20220921_Anima_NetApp_SOW.docx,CW2346913/WS3688561781/Doc3688561807.docx
Doc3697903211,Signed_Contract Documents.pdf,CW2346913/WS3688561783/WS3688561784/Doc3697903211.pdf
Doc3693154569,Action Required_ Purchase Requisition 905731 (Cost Center 6506) for MITTHA_ Manjunath (1_087_200_00 INR) requires approval.msg,CW2346913/WS3688561788/Doc3693154569.msg
Doc3688561789,Savings Final Sign-off Template.xlsx,CW2346913/Doc3688561789.xlsx
Doc3688263533,Procurement Summary_Skylark Limousine.pdf,CW2346907/WS3688263496/Doc3688263533.pdf
Doc3688263534,"Skylark quote for $10,000.pdf",CW2346907/WS3688263496/Doc3688263534.pdf
Doc3697879410,Signed_Contract Documents.pdf,CW2346907/WS3688263498/Doc3697879410.pdf
Doc3697879389,Team Lead Approval for Approved Contract PRIOR TO  Contract Signature.docx,CW2346907/WS3688263503/Doc3697879389.docx
Doc3688263504,Savings Final Sign-off Template.xlsx,CW2346907/Doc3688263504.xlsx
Doc3715406990,Procurement Summary - CW2347614.pdf,CW2347614/WS3714064392/Doc3715406990.pdf
Doc3715407020,Xyleme SOW.docx,CW2347614/WS3714064392/Doc3715407020.docx
Doc3715873841,Signed_Contract Documents.pdf,CW2347614/WS3714064394/Doc3715873841.pdf
Doc3715707763,Action Required Purchase Requisition 907844 (Cost Center 2017) for OMRON Lauren (50000.00 USD) requires approval.msg,CW2347614/WS3714064399/Doc3715707763.msg
Doc3714064400,Savings Final Sign-off Template.xlsx,CW2347614/Doc3714064400.xlsx
Doc3654713467,Ariba Spend Management.pdf,CW2345771/WS3654713441/Doc3654713467.pdf
Doc3654713468,20220915150416556.pdf,CW2345771/WS3654713441/Doc3654713468.pdf
Doc3679220298,Signed_Contract Documents.pdf,CW2345771/WS3654713443/WS3654713444/Doc3679220298.pdf
Doc3654713449,Savings Final Sign-off Template.xlsx,CW2345771/Doc3654713449.xlsx
Doc3713884787,SOW 708 - QuoteEdge KBR Portal.docx,CW2347600/WS3713814761/Doc3713884787.docx
Doc3713884789,Procurement Summary.pdf,CW2347600/WS3713814761/Doc3713884789.pdf
Doc3741381540,Action Required_ Purchase Requisition 911660 (Cost Center 9022) for PRAMANIK_ NILADRI (2_122_800_00 INR) requires approval.msg,CW2347600/WS3713814768/Doc3741381540.msg
Doc3713814769,Savings Final Sign-off Template.xlsx,CW2347600/Doc3713814769.xlsx
Doc3672355226,1B-29072022150839-0001-NetApp HK Ltd FY21.pdf,CW2346250/WS3672355198/Doc3672355226.pdf
Doc3672355227,Project Summary_CW2346250.pdf,CW2346250/WS3672355198/Doc3672355227.pdf
Doc3672355228,Business Risk Waiver_Engagement Letters_Deloitte_NetApp HK Ltd FY21.pdf,CW2346250/WS3672355198/Doc3672355228.pdf
Doc3687162377,Signed_Contract Documents.pdf,CW2346250/WS3672355200/WS3672355201/Doc3687162377.pdf
Doc3677235262,PR Details.pdf,CW2346250/WS3672355205/Doc3677235262.pdf
Doc3672355206,Savings Final Sign-off Template.xlsx,CW2346250/Doc3672355206.xlsx
Doc3662406096,Project Summary_IS0154887.pdf,CW2345995/WS3662294868/Doc3662406096.pdf
Doc3662406097,HCL SOW 691 - SPARK - Offshore.docx,CW2345995/WS3662294868/Doc3662406097.docx
Doc3679480667,Signed_Contract Documents.pdf,CW2345995/WS3662294870/WS3662294871/Doc3679480667.pdf
Doc3675778443,Action Required_ First reminder_ Purchase Requisition 903283 (Cost Center 8519) for KARNATI_ Murali (126_360_00 USD) requires approval.msg,CW2345995/WS3662406075/Doc3675778443.msg
Doc3662406076,Savings Final Sign-off Template.xlsx,CW2345995/Doc3662406076.xlsx
Doc3364167553,Amendment 9 to SOW Sutherland NetApp for US Bulgaria Colombia 2022-02-10v2.docx,CW2336990/WS3362023978/Doc3364167553.docx
Doc3364167555,Contract Compliance Tracker (SGS Extension).xlsx,CW2336990/WS3362023978/Doc3364167555.xlsx
Doc3364167556,SGS_ CW2336990 _Global.pdf,CW2336990/WS3362023978/Doc3364167556.pdf
Doc3378311355,Signed_Contract Documents.pdf,CW2336990/WS3362023978/Doc3378311355.pdf
Doc3362023980,Shortcut to Contract Templates,CW2336990/WS3362023979/Doc3362023980.txt
Doc3362023983,"Shortcut to NetApp Contracts Guidance, Policy and Process Documents",CW2336990/WS3362023982/Doc3362023983.txt
Doc3555294889,Signed_Amendment 1.pdf,CW2336990/WS3362023984/WS3362023986/Doc3555294889.pdf
Doc3641350478,Signed_Amendment 2.pdf,CW2336990/WS3362023984/WS3362023986/Doc3641350478.pdf
Doc3717389573,Signed_Amendment 3.pdf,CW2336990/WS3362023984/Doc3717389573.pdf
Doc3362023989,Contracts Expiration Decision Form - GSS,CW2336990/WS3362023988/Doc3362023989.txt
Doc3362023991,Amendment Summary Form,CW2336990/WS3362023990/Doc3362023991.txt
Doc3371820219,IS0120055  (Sutherland contract renewal for FY23 for L1 Technical support  ( 2 or 3  multi year agreement )  -- Priority_ 3 - Moderate)_  Additional comments have been added.msg,CW2336990/WS3362023994/Doc3371820219.msg
Doc3540658229,NetApp Amendment 10 to SOW Sutherland NetApp (US- Bulgaria- Colombia).docx,CW2336990/WS3540658205/Doc3540658229.docx
Doc3540658234,CW2336990_Summary_SGSBulgariaColumbia.pdf,CW2336990/WS3540658205/Doc3540658234.pdf
Doc3616215995,NetApp_Amendment 12  FX to SOW Sutherland NetApp (US- Bulgaria- Colombia) FX_2022-07-27 (KPS).docx,CW2336990/WS3616114469/Doc3616215995.docx
Doc3616215999,CW2336990_SGSamendment12_FX change.pdf,CW2336990/WS3616114469/Doc3616215999.pdf
Doc3671798246,NetApp Amendment 13  to SOW Sutherland NetApp (US  Colombia) v.1.docx,CW2336990/WS3671798220/Doc3671798246.docx
Doc3671798247,Summary_CW2336990_SGS.pdf,CW2336990/WS3671798220/Doc3671798247.pdf
Doc3551067640,Ariba Spend Management_CW2333387.pdf,CW2342963/WS3551067613/Doc3551067640.pdf
Doc3551067641,CW2264327_FY23.docx,CW2342963/WS3551067613/Doc3551067641.docx
Doc3566446208,Signed_Contract Documents.pdf,CW2342963/WS3551067615/WS3551067616/Doc3566446208.pdf
Doc3555848275,Action Required_ Purchase Requisition 892852 (Cost Center 9376) for KUMAR_ Arun (120_000_00 INR) requires approval.msg,CW2342963/WS3551067620/Doc3555848275.msg
Doc3551067621,Savings Final Sign-off Template.xlsx,CW2342963/Doc3551067621.xlsx
Doc3698003516,NAINSA22 NetApp Insights North America_Phase 1_SOW_Opus.docx,CW2347199/WS3697999076/Doc3698003516.docx
Doc3698003517,Procurement Legal Summary_Opus - North America.pdf,CW2347199/WS3697999076/Doc3698003517.pdf
Doc3712472332,Signed_Contract Documents.pdf,CW2347199/WS3697999078/Doc3712472332.pdf
Doc3705907917,Team Lead Approval for Approved Contract PRIOR TO  Contract Signature.docx,CW2347199/WS3697999083/Doc3705907917.docx
Doc3697999084,Savings Final Sign-off Template.xlsx,CW2347199/Doc3697999084.xlsx
Doc3723800701,NetApp Inc._Q1565511_10.25.2022_FINAL.pdf,CW2347198/WS3697972135/Doc3723800701.pdf
Doc3723800703,Zoom Savings File - signed_FINAL.pdf,CW2347198/WS3697972136/Doc3723800703.pdf
Doc3728145560,Zoom PR 910176 Approvals.docx,CW2347198/WS3697972136/Doc3728145560.docx
Doc3728300562,Signed_Contract Documents.pdf,CW2347198/WS3697972137/Doc3728300562.pdf
Doc3728300476,NetApp Inc._Q1565511_10.25.2022_FINAL.pdf,CW2347198/WS3697972142/Doc3728300476.pdf
Doc3728300478,Zoom PR 910176 Approvals.docx,CW2347198/WS3697972142/Doc3728300478.docx
Doc3697972143,Zoom Savings File - signed_FINAL.pdf,CW2347198/WS3697972142/Doc3697972143.pdf
Doc3680731511,AB Lawyers General Terms of Engagement (Amended 16.2.22) - Instaclustr (02276080xF8444).pdf,CW2346537/WS3680731500/Doc3680731511.pdf
Doc3680731512,Instaclustr _ABL_Assignment Letter _General Terms of Engagement_1 Sep 2022 signed.pdf,CW2346537/WS3680731500/Doc3680731512.pdf
Doc3680731506,Savings Final Sign-off Template.xlsx,CW2346537/Doc3680731506.xlsx
Doc3661661914,2021-2024 NETAPP Mercer Comptryx Agreement Fully Executed.pdf,CW2345980/WS3661661889/Doc3661661914.pdf
Doc3661661915,CW2345980_Contract Summary Form.pdf,CW2345980/WS3661661889/Doc3661661915.pdf
Doc3686751207,Action Required Purchase Requisition 904116 (Cost Center 8310) for CAMMARANO Jess (18500.00 USD) requires approval.msg,CW2345980/WS3661661896/Doc3686751207.msg
Doc3661661897,Savings Final Sign-off Template.xlsx,CW2345980/Doc3661661897.xlsx
Doc3686938319,Signed_Contract Documents.pdf,CW2345980/Doc3686938319.pdf
Doc3672316851,Amendment to Software Eval agreement_NovoEd NetApp..docx,CW2346251/WS3672316819/Doc3672316851.docx
Doc3672316853,NetApp NovoEd Order Form 4 220912 (1).docx,CW2346251/WS3672316819/Doc3672316853.docx
Doc3672406298,Procurement Summary -CW2346251.pdf,CW2346251/WS3672316819/Doc3672406298.pdf
Doc3677807471,Signed_Contract Documents.pdf,CW2346251/WS3672316821/Doc3677807471.pdf
Doc3677807472,CW2346251 Amendment to Software Eval agreement_NovoEd NetApp. (part 2) - signed.pdf,CW2346251/WS3672316821/Doc3677807472.pdf
Doc3677441279,Action Required Purchase Requisition 904089 (Cost Center 2017) for OMRON Lauren (62500.00 USD) requires approval.msg,CW2346251/WS3672316826/Doc3677441279.msg
Doc3672316827,Savings Final Sign-off Template.xlsx,CW2346251/Doc3672316827.xlsx
Doc3696657053,SOW -703- KBR Sustenance Support Commerce and CPQ Intg.docx,CW2347167/WS3696657028/Doc3696657053.docx
Doc3696657055,Procurement Summary.pdf,CW2347167/WS3696657028/Doc3696657055.pdf
Doc3715044954,Signed_Contract Documents.pdf,CW2347167/WS3696657030/WS3696657031/Doc3715044954.pdf
Doc3711360621,Action Required_ Purchase Requisition 907315 (Cost Center 9022) for JHA AJIT_ Ajay (1_987_776_00 INR) requires approval.msg,CW2347167/WS3696657035/Doc3711360621.msg
Doc3696657036,Savings Final Sign-off Template.xlsx,CW2347167/Doc3696657036.xlsx
Doc3674415829,Stage 4 SOW Cisco Program Management FY23 Q3 9.14.22.docx,CW2346279/WS3672709740/Doc3674415829.docx
Doc3674415831,"Procurement summary_Stage 4 Solutions, Inc.pdf",CW2346279/WS3672709740/Doc3674415831.pdf
Doc3705480922,Action Required Purchase Requisition 906247 (Cost Center 4520) for FRIEDMAN Peter (50274.00 USD) requires approval.msg,CW2346279/WS3672709747/Doc3705480922.msg
Doc3672709748,Savings Final Sign-off Template.xlsx,CW2346279/Doc3672709748.xlsx
Doc3696696451,Instaclustr _ Peoplecheck (Hireright Au) Signed Engagement Letter - February 2017.pdf,CW2347173/WS3696696440/Doc3696696451.pdf
Doc3696696452,Instaclustr_Hire Right_ Assignment Letter _Engagement Letter_2 Sep 2022  - Signed.pdf,CW2347173/WS3696696440/Doc3696696452.pdf
Doc3696696446,Savings Final Sign-off Template.xlsx,CW2347173/Doc3696696446.xlsx
Doc3665332810,SOW Template - PO Ts and Cs 09062022.docx,CW2346084/WS3665311499/Doc3665332810.docx
Doc3665332811,Ariba Spend Management Trusted Voice.pdf,CW2346084/WS3665311499/Doc3665332811.pdf
Doc3688489287,Signed_Contract Documents.pdf,CW2346084/WS3665311501/Doc3688489287.pdf
Doc3686751209,Team Lead Approval for Approved Contract PRIOR TO Contract Signature.docx,CW2346084/WS3665311506/Doc3686751209.docx
Doc3665311507,Savings Final Sign-off Template.xlsx,CW2346084/Doc3665311507.xlsx
Doc3728447976,Gong.IO - BRW - CW2332306 - IS0128650 - signed (3).pdf,CW2348095/WS3728427705/Doc3728447976.pdf
Doc3728447978,NetApp_-_Renewal_(112)-Gong_Quote_1_copy_copy_copy_copy_copy-GONG-45484-28-Oct-2022-12-52-42.pdf,CW2348095/WS3728427705/Doc3728447978.pdf
Doc3728447990,CW2348095_Contract Summary Form.pdf,CW2348095/WS3728427705/Doc3728447990.pdf
Doc3728427713,Savings Final Sign-off Template.xlsx,CW2348095/Doc3728427713.xlsx
Doc3728100374,Ariba Spend Management.pdf,CW2348081/WS3727996148/Doc3728100374.pdf
Doc3728100375,Instaclustr NetApp agreement - DACH Jan 2023 (1).pdf,CW2348081/WS3727996148/Doc3728100375.pdf
Doc3727996156,Savings Final Sign-off Template.xlsx,CW2348081/Doc3727996156.xlsx
Doc3611048195,UFFC Credit Application - Execution version   11 November 2021.docx,CW2344644/WS3610747763/Doc3611048195.docx
Doc3611048196,Project Summary.pdf,CW2344644/WS3610747763/Doc3611048196.pdf
Doc3611097392,Signed_Contract Documents.pdf,CW2344644/WS3610747765/WS3610747766/Doc3611097392.pdf
Doc3611167736,NO PR required.msg,CW2344644/WS3610747770/Doc3611167736.msg
Doc3610747771,Savings Final Sign-off Template.xlsx,CW2344644/Doc3610747771.xlsx
Doc3688008191,Ariba Spend Management_MCR Group _ SOW _ Cleaning.pdf,CW2346872/WS3687454362/Doc3688008191.pdf
Doc3688008192,SOW_MCR_SOW 1_Cleaning.docx,CW2346872/WS3687454362/Doc3688008192.docx
Doc3688008193,MCR_SOW 1_NetApp Cleaning Rates Signed.pdf,CW2346872/WS3687454362/Doc3688008193.pdf
Doc3688008197,MCR Group Pricing Proposal for the Provision of Services to NetApp.pdf,CW2346872/WS3687454362/Doc3688008197.pdf
Doc3713726678,Signed_Contract Documents.pdf,CW2346872/WS3687454364/WS3687454365/Doc3713726678.pdf
Doc3707303626,MCR Group_PR.pdf,CW2346872/WS3687454369/Doc3707303626.pdf
Doc3687454370,Savings Final Sign-off Template.xlsx,CW2346872/Doc3687454370.xlsx
Doc3690173038,NetApp SOW_NLS_UXDesignService_FY23-23Sep2022.docx,CW2347013/WS3690091453/Doc3690173038.docx
Doc3690173039,Procurement Summary- Eightshapes LLC.pdf,CW2347013/WS3690091453/Doc3690173039.pdf
Doc3704578938,Signed_Contract Documents.pdf,CW2347013/WS3690091455/WS3690091456/Doc3704578938.pdf
Doc3698280911,Team Lead Approval for Approved Contract PRIOR TO  Contract Signature.docx,CW2347013/WS3690091460/Doc3698280911.docx
Doc3690091461,Savings Final Sign-off Template.xlsx,CW2347013/Doc3690091461.xlsx
Doc1467446929,LYRA - NetApp - Service Agreement September 10 2018 FINAL.docx,CW2293524/WS1467446928/Doc1467446929.docx
Doc1469731749,Lyra_Crossover Datasharing September 10 2018 FINAL.docx,CW2293524/WS1467446928/Doc1469731749.docx
Doc1469744215,Executive Summary CW2293524.pdf,CW2293524/WS1467446928/Doc1469744215.pdf
Doc1469744259,Legal Waiver_Lyra_Health Sept 20.docx,CW2293524/WS1467446928/Doc1469744259.docx
Doc1467446931,Shortcut to Contract Templates,CW2293524/WS1467446930/Doc1467446931.txt
Doc1467446934,"Shortcut to NetApp Contracts Guidance, Policy and Process Documents",CW2293524/WS1467446933/Doc1467446934.txt
Doc1547516549,Signed_Amendment 1.pdf,CW2293524/WS1467446935/WS1467446936/Doc1547516549.pdf
Doc3724900170,"NetApp, Inc. - Amended Restated Service Addenda - 2022 Renewal v01.01.2022.pdf",CW2293524/WS1467446935/WS1467446937/Doc3724900170.pdf
Doc1467446940,Amendment Summary Form,CW2293524/WS1467446939/Doc1467446940.txt
Doc1487764533,Signed_Contract Documents.pdf,CW2293524/Doc1487764533.pdf
Doc1487764534,Signed_Contract Documents_1.pdf,CW2293524/Doc1487764534.pdf
Doc1487764535,Signed_Contract Documents_2.pdf,CW2293524/Doc1487764535.pdf
Doc1487764536,Signed_Contract Documents_3.pdf,CW2293524/Doc1487764536.pdf
Doc1487764537,Signed_Contract Documents_4.pdf,CW2293524/Doc1487764537.pdf
Doc1542698734,Net App (Clinical Addendum Amendment) LOA.docx,CW2293524/WS1542698733/Doc1542698734.docx
Doc1544112744,Procurement summary sheet_Lyra_Amendment.pdf,CW2293524/WS1542698733/Doc1544112744.pdf
Doc3717990038,Contract Summary.pdf,CW2347761/WS3717990013/Doc3717990038.pdf
Doc3717990039,Amendment 02 to CDP SOW with NLS - Dennis Li.docx,CW2347761/WS3717990013/Doc3717990039.docx
Doc3717990021,Savings Final Sign-off Template.xlsx,CW2347761/Doc3717990021.xlsx
Doc3646249185,CW2345610_Contract Summary Form.pdf,CW2345610/WS3646221448/Doc3646249185.pdf
Doc3646249187,NetApp '22.pdf,CW2345610/WS3646221448/Doc3646249187.pdf
Doc3646249188,Final_Telos Corp_CloudCheckr Assignment Letter_01252022RR_FE.pdf,CW2345610/WS3646221448/Doc3646249188.pdf
Doc3702487777,Signed_ BRW000109 Telos Corporation.pdf,CW2345610/WS3646221448/Doc3702487777.pdf
Doc3706022674,Action Required Purchase Requisition 907204 (Cost Center 6124) for KANAUJIA Rajiv (12600.00 USD) requires approval.msg,CW2345610/WS3646221455/Doc3706022674.msg
Doc3646221456,Savings Final Sign-off Template.xlsx,CW2345610/Doc3646221456.xlsx
Doc3714020566,Signed_Contract Documents.pdf,CW2345610/Doc3714020566.pdf
Doc3656212334,SOW 20-3TDV_Specialist_services_SSIT _ Ext_rev.docx,CW2345821/WS3656212309/Doc3656212334.docx
Doc3656212335,Project Summary-CW2345821.pdf,CW2345821/WS3656212309/Doc3656212335.pdf
Doc3728233952,"IS0158631_CW2345821_SOW_NetApp- TDV and Reporting Platform Administration_SSIT, Inc - signed.pdf",CW2345821/WS3656212311/WS3656212312/Doc3728233952.pdf
Doc3717492282,PR Details.pdf,CW2345821/WS3656212316/Doc3717492282.pdf
Doc3656212317,Savings Final Sign-off Template.xlsx,CW2345821/Doc3656212317.xlsx
Doc3636678727,Cprime for Atlassain Quote_9.30.22_ST_IS0153841- - signed.pdf,CW2345362/WS3636624895/Doc3636678727.pdf
Doc3682383935,exec summary-SLOANT01-PC.pdf,CW2345362/WS3636624895/Doc3682383935.pdf
Doc3713814745,Signed_Contract Documents.pdf,CW2345362/WS3636624897/WS3636624898/Doc3713814745.pdf
Doc3677846000,Cprime for Atlassain PR approval.pdf,CW2345362/WS3636624902/Doc3677846000.pdf
Doc3636624903,Savings Final Sign-off Template.xlsx,CW2345362/Doc3636624903.xlsx
Doc3637263254,TCS SOW - RSA Support Engineer V2.docx,CW2345376/WS3637263229/Doc3637263254.docx
Doc3637263256,Procurement Summary.pdf,CW2345376/WS3637263229/Doc3637263256.pdf
Doc3742133366,IS0153388 - RSA SUPPORT ENGINEER_Savings Form - signed.pdf,CW2345376/WS3637263230/Doc3742133366.pdf
Doc3707051373,Signed_Contract Documents.pdf,CW2345376/WS3637263231/WS3637263232/Doc3707051373.pdf
Doc3687342655,Action Required_ Purchase Requisition 903594 (Cost Center 6617) for MITTHA_ Manjunath (3_920_256_00 INR) requires approval.msg,CW2345376/WS3637263236/Doc3687342655.msg
Doc3637263237,Savings Final Sign-off Template.xlsx,CW2345376/Doc3637263237.xlsx
Doc3696657003,CO 0123 NETP-0128-01-12.docx,CW2347165/WS3696656978/Doc3696657003.docx
Doc3696657005,Procurment Summary.pdf,CW2347165/WS3696656978/Doc3696657005.pdf
Doc3710486568,Signed_Contract Documents.pdf,CW2347165/WS3696656980/WS3696656981/Doc3710486568.pdf
Doc3696657007,Action Required_ Purchase Requisition 904935 (Cost Center 8518) for NARAYANASWAMY_ Anil (8_360_00 USD) requires approval.msg,CW2347165/WS3696656985/Doc3696657007.msg
Doc3696656986,Savings Final Sign-off Template.xlsx,CW2347165/Doc3696656986.xlsx
Doc3696696426,CNCF_Corporate_Contributor_License_Agreement.pdf,CW2347171/WS3696696415/Doc3696696426.pdf
Doc3696696427,Instaclustr _Linux_Assignment Letter_LICENSE AGREEMENT_2 Sep 2022.pdf,CW2347171/WS3696696415/Doc3696696427.pdf
Doc3696696421,Savings Final Sign-off Template.xlsx,CW2347171/Doc3696696421.xlsx
Doc3714020563,NetApp Cassandra Summit 2023 Gold.pdf,CW2347617/WS3714020538/Doc3714020563.pdf
Doc3714020565,Procurement Summary-IS0158099.pdf,CW2347617/WS3714020538/Doc3714020565.pdf
Doc3714020546,Savings Final Sign-off Template.xlsx,CW2347617/Doc3714020546.xlsx
Doc3679713486,Procurement Summary IS0154269 2.pdf,CW2346509/WS3679638455/Doc3679713486.pdf
Doc3679713487,NetApp MSA_TSIA_rev_19Sep2022_Clean.docx,CW2346509/WS3679638455/Doc3679713487.docx
Doc3690220880,Signed_Contract Documents.pdf,CW2346509/WS3679638457/Doc3690220880.pdf
Doc3688494942,Action Required_ Purchase Requisition 905353 (Cost Center 5301) for STEINER_ Roxy (560_410_00 USD) requires approval.msg,CW2346509/WS3679638462/Doc3688494942.msg
Doc3679638463,Savings Final Sign-off Template.xlsx,CW2346509/Doc3679638463.xlsx
Doc3680014158,Inspired Partners LLC_SOW 2_NetApp Exec Meeting Mgmt Solution.docx,CW2346521/WS3680014133/Doc3680014158.docx
Doc3680014159,Procurement Summary-IS0155926.pdf,CW2346521/WS3680014133/Doc3680014159.pdf
Doc3708062164,Signed_Contract Documents.pdf,CW2346521/WS3680014135/WS3680014136/Doc3708062164.pdf
Doc3680014141,Savings Final Sign-off Template.xlsx,CW2346521/Doc3680014141.xlsx
Doc3659915211,Amendment 3 to the Statement of Work 2022.09.19 (1)_CleanVersion.docx,CW2345941/WS3659915186/Doc3659915211.docx
Doc3659915213,CW2345941_Contract Summary Form.pdf,CW2345941/WS3659915186/Doc3659915213.pdf
Doc3685007548,RE REVISED External RE IS0151270 ((CW2319280 Review Completed for Expiring Contract for Immix Group) -- Priority 3 - Moderate) has been assigned..msg,CW2345941/WS3659915193/Doc3685007548.msg
Doc3659915194,Savings Final Sign-off Template.xlsx,CW2345941/Doc3659915194.xlsx
Doc3688494887,Signed_Contract Documents.pdf,CW2345941/Doc3688494887.pdf
Doc3277973435,NetApp SFH Global Frame Clean Version.docx,CW2334161/WS3277973390/Doc3277973435.docx
Doc3277973392,Shortcut to Contract Templates,CW2334161/WS3277973391/Doc3277973392.txt
Doc3277973395,"Shortcut to NetApp Contracts Guidance, Policy and Process Documents",CW2334161/WS3277973394/Doc3277973395.txt
Doc3700021631,Signed_Contract Documents.pdf,CW2334161/WS3277973396/Doc3700021631.pdf
